classifier,group,timeframe,instrument,window,bars_per_year,share_bull,drift_bull,vol_bull,ac1_bull,eff_bull,share_bear,drift_bear,vol_bear,ac1_bear,eff_bear,share_chop,drift_chop,vol_chop,ac1_chop,eff_chop,s1,kw_h,d_eff,d_ac1,n_bars,s1_null_mean,s1_null_p5,s1_null_p95,s1_z,s1_p,kw_h_null_mean,kw_h_null_p5,kw_h_null_p95,kw_h_z,kw_h_p,d_eff_null_mean,d_eff_null_p5,d_eff_null_p95,d_eff_z,d_eff_p,d_ac1_null_mean,d_ac1_null_p5,d_ac1_null_p95,d_ac1_z,d_ac1_p
HMM,crypto,1h,LINK-USD,FULL,8748,0.363183,-0.000191,0.619519,-0.018730,,0.347417,0.000226,0.676199,,,0.289400,0.000027,1.260520,0.006223,0.214048,-0.000417,12.814846,,-0.024953,17464,-0.000401,-0.000622,-0.000181,-0.114479,0.562914,11.248173,3.550940,22.681190,0.255464,0.350993,,,,,,-0.030241,-0.107255,0.038686,0.108631,0.437086
HMM,crypto,1h,LINK-USD,IS,8748,0.325576,-0.000202,0.652613,-0.017962,,0.310415,0.000353,0.710897,,,0.364009,0.000054,1.292389,0.008401,0.207315,-0.000556,11.162421,,-0.026363,12224,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,LINK-USD,OOS,8748,0.450659,-0.000172,0.559542,-0.016577,,0.433671,0.000014,0.613492,,,0.115671,-0.000169,0.996076,-0.022055,0.242154,-0.000186,3.606556,,0.005478,5240,-0.000395,-0.000820,-0.000012,0.875216,0.185430,4.674421,0.402307,11.593050,-0.309360,0.536424,,,,,,-0.018468,-0.190808,0.159058,0.215930,0.370861
ADX,crypto,1h,SOL-USD,FULL,8749,0.321185,0.000068,0.774885,-0.069869,0.219349,0.363542,0.000035,0.871458,-0.033535,0.216617,0.315273,-0.000098,0.735792,0.086700,0.373308,0.000032,6.375129,-0.155325,-0.138401,17466,-0.000019,-0.000281,0.000207,0.331104,0.403974,3.874213,0.254400,11.111060,0.761847,0.211921,-0.153889,-0.182497,-0.124961,-0.082474,0.536424,-0.037030,-0.087297,0.008739,-3.219161,1.000000
ADX,crypto,1h,SOL-USD,IS,8749,0.332020,0.000112,0.826563,-0.091432,0.216918,0.366084,0.000113,0.925277,-0.026733,0.231841,0.301896,-0.000121,0.787587,0.103967,0.372573,-0.000001,5.927723,-0.148194,-0.163049,12226,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,SOL-USD,OOS,8749,0.295858,-0.000050,0.620218,0.028979,0.225167,0.357702,-0.000149,0.727241,-0.059136,0.176737,0.346440,-0.000053,0.617631,0.030118,0.374944,0.000100,1.390710,-0.173992,-0.045196,5240,-0.000050,-0.000457,0.000360,0.567547,0.284768,2.371381,0.109245,6.827999,-0.444793,0.596026,-0.156091,-0.212205,-0.098500,-0.532351,0.715232,-0.033359,-0.108186,0.054289,-0.255985,0.602649
ER,crypto,1h,SOL-USD,FULL,8749,0.158613,-0.000043,0.787639,-0.079448,0.330939,0.162855,0.000091,0.898346,-0.055519,0.299785,0.678533,-0.000004,0.776991,0.019803,0.323637,-0.000134,7.507036,-0.008275,-0.087286,17466,-0.000072,-0.000416,0.000244,-0.292274,0.596026,4.503404,0.530661,11.128871,0.837138,0.218543,0.022812,-0.002835,0.051850,-1.875211,0.960265,-0.035063,-0.080720,0.009000,-1.885303,0.973510
ER,crypto,1h,SOL-USD,IS,8749,0.165424,-0.000060,0.833486,-0.113603,0.327230,0.151905,0.000127,0.963456,-0.045502,0.307071,0.682671,0.000051,0.830836,0.020471,0.329813,-0.000187,5.397028,-0.012663,-0.100023,12226,,,,,,,,,,,,,,,,,,,,
ER,crypto,1h,SOL-USD,OOS,8749,0.142775,0.000001,0.647869,0.063504,0.340601,0.188395,0.000024,0.761092,-0.085584,0.285213,0.668830,-0.000136,0.630716,0.017072,0.308965,-0.000022,3.382862,0.003942,-0.028113,5240,-0.000093,-0.000732,0.000531,0.172989,0.417219,2.550509,0.160228,7.947379,0.325309,0.231788,0.021527,-0.017066,0.065188,-0.675182,0.701987,-0.030551,-0.117625,0.057068,0.046160,0.476821
HMM,crypto,1h,SOL-USD,FULL,8749,0.468673,0.000048,0.595717,0.006700,0.220327,0.172600,-0.000049,1.245412,-0.056408,0.229290,0.358727,-0.000025,0.756753,-0.006676,0.266149,0.000098,1.153658,-0.041341,-0.018178,17466,-0.000124,-0.000489,0.000315,0.971475,0.172185,1.886421,0.070194,4.912112,-0.370283,0.523179,-0.016702,-0.043874,0.013700,-1.462972,0.920530,-0.023032,-0.060926,0.009621,0.231250,0.403974
HMM,crypto,1h,SOL-USD,IS,8749,0.399754,0.000138,0.636792,-0.003759,0.223534,0.201557,-0.000006,1.273510,-0.056022,0.215292,0.398689,-0.000025,0.772867,-0.005651,0.257453,0.000144,0.870820,-0.038040,-0.024240,12226,,,,,,,,,,,,,,,,,,,,
HMM,crypto,1h,SOL-USD,OOS,8749,0.629128,-0.000085,0.528936,0.027272,0.211520,0.105173,-0.000242,1.111155,-0.059611,0.286838,0.265700,-0.000027,0.697506,-0.010940,0.294374,0.000157,0.911946,-0.045195,-0.005230,5240,-0.000077,-0.000881,0.000609,0.538360,0.304636,2.031336,0.101396,5.478785,-0.533296,0.635762,-0.018058,-0.063476,0.037626,-0.864297,0.794702,-0.017261,-0.079310,0.048686,0.301205,0.397351
ADX,crypto,1h,XRP-USD,FULL,8749,0.296545,0.000455,0.995151,0.013761,0.222742,0.367080,-0.000033,0.870578,-0.019106,0.204696,0.336375,-0.000097,0.670851,-0.022345,0.378004,0.000487,2.568073,-0.164285,0.019673,17467,0.000032,-0.000269,0.000315,2.543434,0.006623,4.882696,0.222351,13.395050,-0.533258,0.635762,-0.148669,-0.183339,-0.114603,-0.778170,0.827815,-0.017133,-0.092822,0.046744,0.887879,0.192053
ADX,crypto,1h,XRP-USD,IS,8749,0.307478,0.000633,1.101395,0.007639,0.217607,0.366002,0.000011,0.945271,-0.010835,0.200503,0.326521,-0.000068,0.742018,-0.035297,0.376748,0.000622,2.795141,-0.167693,0.033699,12226,,,,,,,,,,,,,,,,,,,,
ADX,crypto,1h,XRP-USD,OOS,8749,0.270992,-0.000010,0.632823,0.058702,0.238215,0.369656,-0.000132,0.667502,-0.058698,0.214091,0.359351,-0.000158,0.487414,0.039204,0.380515,0.000122,0.071464,-0.154362,-0.039202,5241,0.000017,-0.000566,0.000483,0.329166,0.403974,2.905279,0.182280,8.010123,-1.074191,0.980132,-0.144558,-0.213457,-0.091924,-0.279599,0.649007,-0.020106,-0.117960,0.078930,-0.288042,0.615894
ER,crypto,1h,XRP-USD,FULL,8749,0.147656,0.000490,1.047280,0.039038,0.380980,0.153502,-0.000011,0.990955,-0.096002,0.324574,0.698842,0.000032,0.766339,0.003870,0.288099,0.000500,4.199449,0.064679,-0.032352,17467,0.000050,-0.000353,0.000419,1.803616,0.026490,6.037641,0.769955,14.782940,-0.419894,0.589404,0.036049,0.011226,0.061964,1.782641,0.052980,-0.035461,-0.087717,0.016481,0.094430,0.456954
